area,price,price per sqft
755.0,2495,3.3046357615894038
443.0,2695,6.0835214446952595
1242.0,3150,2.536231884057971
0,2800,0
676.0,2196,3.2485207100591715
1138.0,3264,2.8681898066783833
822.0,2000,2.4330900243309004
1406.0,4740,3.3712660028449504
0,3395,0
0,2699,0
860.0,3620,4.209302325581396
636.0,2025,3.1839622641509435
1019.0,0,0
715.0,1795,2.5104895104895104
1533.0,4299,2.8043052837573383
